exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
cable-seated-row,Cable seated row,Shoulders,shoulderss,biceps;forearms,pull
single-arm-cable-lateral-raise,Single-arm cable lateral raise,Shoulders,shoulderss,,push
up-cable-face-pull,UP Cable Face Pull,Shoulders,shoulderss,,push
aa-cable-leaning-side-raise,AA Cable Leaning Side Raise,Shoulders,shoulderss,,push
30-shoulders-bent-over-low-cable-reverse-fly,30 Shoulders Bent-Over Low Cable Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-cable-rope-face-pull,30 Shoulders Cable Rope Face Pull,Shoulders,shoulderss,,push
30-shoulders-cable-straight-bar-front-raise,30 Shoulders Cable Straight-Bar Front Raise,Shoulders,shoulderss,,push
30-shoulders-cable-straight-bar-upright-row,30 Shoulders Cable Straight-Bar Upright Row,Shoulders,shoulderss,biceps;forearms,pull
30-shoulders-high-cable-reverse-fly,30 Shoulders High Cable Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-single-arm-bent-over-cable-reverse-fly,30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-single-arm-cable-front-raise,30 Shoulders Single-Arm Cable Front Raise,Shoulders,shoulderss,,push
30-shoulders-single-arm-leaning-cable-lateral-raise,30 Shoulders Single-Arm Leaning Cable Lateral Raise,Shoulders,shoulderss,,push
rg-3-way-single-arm-rear-delt-cable-fly,RG 3-Way Single-Arm Rear Delt Cable Fly,Shoulders,shoulderss,,push
rg-single-arm-cross-body-cable-front-raise,RG Single-Arm Cross-Body Cable Front Raise,Shoulders,shoulderss,,push
smith-machine-shoulder-press,Smith machine shoulder press,Shoulders,shoulderss,triceps;shoulders,push
machine-shoulder-press,Machine shoulder press,Shoulders,shoulderss,triceps;shoulders,push
reverse-machine-flyes,Reverse Machine Flyes,Shoulders,shoulderss,,push
single-arm-smith-machine-upright-row,Single-arm Smith machine upright row,Shoulders,shoulderss,biceps;forearms,pull
machine-lateral-raise,Machine Lateral Raise,Shoulders,shoulderss,,push
smith-machine-behind-the-neck-press,Smith machine behind-the-neck press,Shoulders,shoulderss,triceps;shoulders,push
smith-machine-behind-the-neck-press-gethin-variation,Smith Machine Behind-The-Neck Press - Gethin Variation,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-leg-press-shoulder-press,30 Shoulders Leg Press Shoulder Press,Shoulders,shoulderss,triceps;shoulders;glutes,push
30-shoulders-machine-shoulder-press,30 Shoulders Machine Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-pec-deck-reverse-fly,30 Shoulders Pec-Deck Reverse Fly,Shoulders,shoulderss,,push
30-shoulders-smith-machine-behind-the-head-press,30 Shoulders Smith Machine Behind-The-Head Press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-smith-machine-shoulder-press,30 Shoulders Smith Machine Shoulder Press,Shoulders,shoulderss,triceps;shoulders,push
handstand-push-up,Handstand push-up,Shoulders,shoulderss,triceps;shoulders,push
upward-stretch,Upward Stretch,Shoulders,shoulderss,,push
shoulder-circles,Shoulder Circles,Shoulders,shoulderss,,push
cross-body-shoulder-stretch,Cross-body shoulder stretch,Shoulders,shoulderss,,push
arm-circle,Arm circle,Shoulders,shoulderss,,push
seated-front-deltoid,Seated Front Deltoid,Shoulders,shoulderss,,push
shoulder-raise,Shoulder Raise,Shoulders,shoulderss,,push
hand-stand-push-up,Hand Stand Push-Up,Shoulders,shoulderss,triceps;shoulders,push
wall-walk,Wall walk,Shoulders,shoulderss,triceps;shoulders,push
return-push-from-stance,Return Push from Stance,Shoulders,shoulderss,,push
wall-shoulder-tap,Wall shoulder tap,Shoulders,shoulderss,,push
bear-crawl-shoulder-tap,Bear crawl shoulder tap,Shoulders,shoulderss,,push
shadow-boxing,Shadow boxing,Shoulders,shoulderss,,push
bear-crawl-fire-feet,Bear crawl fire feet,Shoulders,shoulderss,,push
wall-sprawl,Wall sprawl,Shoulders,shoulderss,,push
bent-over-shoulder-y,Bent Over Shoulder Y,Shoulders,shoulderss,,push
shoulder-l,Shoulder L,Shoulders,shoulderss,,push
shoulder-dislocation-stretch-dowel,Shoulder Dislocation Stretch-Dowel,Shoulders,shoulderss,,push
tbs-inverted-row,TBS Inverted Row,Shoulders,shoulderss,biceps;forearms,pull
pvc-shoulder-stretch,PVC Shoulder Stretch,Shoulders,shoulderss,,push
shoulder-t,Shoulder T,Shoulders,shoulderss,,push
hm-arm-circle,HM Arm Circle,Shoulders,shoulderss,,push
hm-shoulder-stretch,HM Shoulder Stretch,Shoulders,shoulderss,,push
hm-shoulder-stretch-on-floor,HM Shoulder Stretch on Floor,Shoulders,shoulderss,,push
hm-shoulder-tap,HM Shoulder Tap,Shoulders,shoulderss,,push
hm-hand-on-wall-stretch,HM Hand-On-Wall Stretch,Shoulders,shoulderss,,push
hm-jumping-arm-circle,HM Jumping Arm Circle,Shoulders,shoulderss,,push
kipping-clapping-pull-up,Kipping Clapping Pull-Up,Shoulders,shoulderss,biceps;forearms,pull
holman-kneeling-overhead-press-to-donkey-kick,Holman Kneeling Overhead Press to Donkey Kick,Shoulders,shoulderss,triceps;shoulders;upper_chest,push
floor-angel,Floor angel,Shoulders,shoulderss,,push
shoulder-extension-stretch,Shoulder extension stretch,Shoulders,shoulderss,forearms,push
backward-medicine-ball-throw,Backward Medicine Ball Throw,Shoulders,shoulderss,,pull
medicine-ball-scoop-throw,Medicine ball scoop throw,Shoulders,shoulderss,triceps;upper_chest;glutes,pull
standing-two-arm-overhead-throw,Standing Two-Arm Overhead Throw,Shoulders,shoulderss,triceps;upper_chest,pull
incline-face-down-bar-front-raise,Incline face-down bar front raise,Shoulders,shoulderss,triceps;shoulders,push
incline-anti-gravity-shoulder-press,Incline anti-gravity shoulder press,Shoulders,shoulderss,triceps;shoulders,push
30-shoulders-ez-bar-front-raise,30 Shoulders EZ-Bar Front Raise,Shoulders,shoulderss,,push
side-wrist-pull,Side Wrist Pull,Shoulders,shoulderss,,push
elbow-circles,Elbow Circles,Shoulders,shoulderss,,push
kneeling-arm-drill,Kneeling Arm Drill,Shoulders,shoulderss,,push
bent-over-shoulder-rotation,Bent-over shoulder rotation,Shoulders,shoulderss,,rotational
band-overhead-triceps-press,Band overhead triceps press,Triceps,triceps,shoulders;upper_chest,push
band-overhead-triceps-extension,Band overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
band-straight-arm-pull-down,Band straight-arm pull-down,Triceps,triceps,,push
band-skullcrusher,Band skullcrusher,Triceps,triceps,shoulders,push
single-arm-band-kick-back,Single-arm band kick-back,Triceps,triceps,,push
incline-ez-bar-skullcrusher,Incline EZ-bar skullcrusher,Triceps,triceps,,push
decline-close-grip-bench-to-skull-crusher,Decline Close-Grip Bench To Skull Crusher,Triceps,triceps,shoulders,push
bench-press-powerlifting,Bench Press - Powerlifting,Triceps,triceps,shoulders,push
behind-the-head-skullcrusher,Behind-the-head skullcrusher,Triceps,triceps,,push
standing-barbell-overhead-triceps-extension,Standing barbell overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
reverse-grip-bench-press,Reverse-grip bench press,Triceps,triceps,shoulders,push
bench-press-with-chains,Bench Press with Chains,Triceps,triceps,shoulders,push
floor-press,Floor Press,Triceps,triceps,shoulders,push
one-arm-floor-press,One Arm Floor Press,Triceps,triceps,shoulders,push
pin-presses,Pin Presses,Triceps,triceps,,push
jm-press-with-bands,JM Press With Bands,Triceps,triceps,shoulders,push
jm-press,JM Press,Triceps,triceps,shoulders,push
floor-press-with-chains,Floor Press with Chains,Triceps,triceps,shoulders,push
reverse-band-bench-press,Reverse Band Bench Press,Triceps,triceps,shoulders,push
decline-barbell-triceps-extension-gethin-variation,Decline Barbell Triceps Extension - Gethin Variation,Triceps,triceps,forearms,push
am-skullcrusher,AM Skullcrusher,Triceps,triceps,,push
30-arms-close-grip-bench-press,30 Arms Close-Grip Bench Press,Triceps,triceps,shoulders,push
30-arms-barbell-skullcrusher,30 Arms Barbell Skullcrusher,Triceps,triceps,,push
fyr2-sprawl-over-kettlebell,FYR2 Sprawl Over Kettlebell,Triceps,triceps,,push
dumbbell-floor-press,Dumbbell floor press,Triceps,triceps,shoulders,push
seated-triceps-press,Seated triceps press,Triceps,triceps,shoulders,push
tricep-dumbbell-kickback,Tricep Dumbbell Kickback,Triceps,triceps,,push
standing-dumbbell-triceps-extension,Standing Dumbbell Triceps Extension,Triceps,triceps,forearms,push
double-arm-triceps-kick-back,Double-arm triceps kick-back,Triceps,triceps,,push
single-arm-dumbbell-triceps-extension,Single-arm dumbbell triceps extension,Triceps,triceps,upper_chest;forearms,push
decline-dumbbell-triceps-extension,Decline Dumbbell Triceps Extension,Triceps,triceps,forearms,push
dumbbell-skullcrusher,Dumbbell skullcrusher,Triceps,triceps,,push
one-arm-pronated-dumbbell-triceps-extension,One Arm Pronated Dumbbell Triceps Extension,Triceps,triceps,forearms,push
one-arm-supinated-dumbbell-triceps-extension,One Arm Supinated Dumbbell Triceps Extension,Triceps,triceps,forearms,push
seated-bent-over-two-arm-dumbbell-triceps-extension,Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Triceps,triceps,forearms,push
tate-press,Tate Press,Triceps,triceps,shoulders,push
standing-bent-over-one-arm-dumbbell-triceps-extension,Standing Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,triceps,forearms,push
seated-bent-over-one-arm-dumbbell-triceps-extension,Seated Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,triceps,forearms,push
dumbbell-tricep-extension-pronated-grip,Dumbbell Tricep Extension -Pronated Grip,Triceps,triceps,forearms,push
v-sit-with-overhead-triceps-extension,V-sit with overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
pjr-pull-over,PJR Pull-Over,Triceps,triceps,,push
paul-carter-dumbbell-kick-back,Paul Carter Dumbbell Kick-Back,Triceps,triceps,,push
single-arm-dumbbell-skullcrusher,Single-arm dumbbell skullcrusher,Triceps,triceps,,push
dumbbells-together-incline-bench-press,Dumbbells-together incline bench press,Triceps,triceps,shoulders,push
incline-dumbbell-overhead-triceps-extension,Incline dumbbell overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
dumbbell-crush-press,Dumbbell Crush Press,Triceps,triceps,shoulders,push
holman-hovering-renegade-triceps-press,Holman Hovering Renegade Triceps Press,Triceps,triceps,shoulders,push
holman-heavy-triceps-press-to-overhead-press,Holman Heavy Triceps Press to Overhead Press,Triceps,triceps,shoulders;upper_chest,push
total-fitness-close-grip-dumbbell-press,Total Fitness Close-Grip Dumbbell Press,Triceps,triceps,shoulders,push
dumbbell-row-to-triceps-kick-back,Dumbbell row to triceps kick-back,Triceps,triceps,biceps;forearms,pull
rolling-triceps-press,Rolling triceps press,Triceps,triceps,shoulders,push
metaburn-skullcrusher-to-ab-crunch,MetaBurn Skullcrusher to Ab Crunch,Triceps,triceps,,push
fyr2-single-dumbbell-triceps-extension,FYR2 Single-Dumbbell Triceps Extension,Triceps,triceps,forearms,push
30-arms-overhead-dumbbell-triceps-extension,30 Arms Overhead Dumbbell Triceps Extension,Triceps,triceps,upper_chest;forearms,push
30-arms-dumbbell-skullcrusher,30 Arms Dumbbell Skullcrusher,Triceps,triceps,,push
30-arms-dumbbell-kick-back,30 Arms Dumbbell Kick-Back,Triceps,triceps,,push
30-arms-bfr-dumbbell-kick-back,30 Arms BFR Dumbbell Kick-Back,Triceps,triceps,,push
dumbbell-saw-triceps-skullcrusher,Dumbbell saw triceps skullcrusher,Triceps,triceps,shoulders,push
chain-handle-extension,Chain Handle Extension,Triceps,triceps,forearms,push
sled-overhead-triceps-extension,Sled Overhead Triceps Extension,Triceps,triceps,upper_chest;forearms,push
body-triceps-press-using-flat-bench,Body Triceps Press Using Flat Bench,Triceps,triceps,shoulders;upper_chest,push
suspended-triceps-press,Suspended Triceps Press,Triceps,triceps,shoulders,push
seated-triceps-push-down,Seated triceps push-down,Triceps,triceps,,push
machine-triceps-extension,Machine triceps extension-,Triceps,triceps,forearms,push
holman-overhead-weighted-triceps-press,Holman Overhead Weighted Triceps Press,Triceps,triceps,shoulders;upper_chest,push
30-arms-weighted-triceps-dip,30 Arms Weighted Triceps Dip,Triceps,triceps,shoulders,push
cable-v-bar-push-down,Cable V-bar push-down,Triceps,triceps,,push
reverse-grip-triceps-pushdown,Reverse Grip Triceps Pushdown,Triceps,triceps,,push
kneeling-cable-triceps-extension,Kneeling cable triceps extension,Triceps,triceps,shoulders;forearms,push
single-arm-cable-triceps-extension,Single-arm cable triceps extension,Triceps,triceps,upper_chest;forearms,push
dip-machine,Dip Machine,Triceps,triceps,shoulders;biceps;forearms,push
triceps-pushdown,Triceps Pushdown,Triceps,triceps,,push
low-cable-overhead-triceps-extension,Low cable overhead triceps extension,Triceps,triceps,shoulders;upper_chest;forearms,push
lying-cable-triceps-extension,Lying cable triceps extension,Triceps,triceps,shoulders;forearms,push
low-cable-triceps-extension,Low Cable Triceps Extension,Triceps,triceps,forearms,push
cable-overhead-triceps-extension,Cable overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
single-arm-low-cable-triceps-extension,Single-arm low cable triceps extension,Triceps,triceps,upper_chest;forearms,push
incline-cable-straight-bar-triceps-extension,Incline cable straight-bar triceps extension,Triceps,triceps,shoulders;forearms,push
paul-carter-overhead-rope-triceps-extension,Paul Carter Overhead Rope Triceps Extension,Triceps,triceps,upper_chest;forearms,push
tbs-rope-cable-push-down,TBS Rope Cable Push-Down,Triceps,triceps,,push
single-arm-cable-triceps-kick-back,Single-arm cable triceps kick-back,Triceps,triceps,,push
incline-cable-rope-triceps-extension,Incline cable rope triceps extension,Triceps,triceps,shoulders;forearms,push
reverse-grip-cable-straight-bar-push-down,Reverse-grip cable straight-bar push-down,Triceps,triceps,,push
kneeling-cable-triceps-extension-gethin-variation,Kneeling Cable Triceps Extension - Gethin Variation,Triceps,triceps,shoulders;forearms,push
cable-overhead-triceps-extension-gethin-variation,Cable Overhead Triceps Extension - Gethin Variation,Triceps,triceps,upper_chest;forearms,push
reverse-grip-cable-triceps-pushdown-gethin-variation,Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Triceps,triceps,,push
cable-triceps-extension-gethin-variation,Cable Triceps Extension - Gethin Variation,Triceps,triceps,forearms,push
single-arm-incline-triceps-extension,Single-arm incline triceps extension,Triceps,triceps,forearms,push
triceps-overhead-extension-with-rope-gethin-variation,Triceps Overhead Extension with Rope - Gethin Variation,Triceps,triceps,upper_chest;forearms,push
cable-rope-push-down,Cable rope push-down,Triceps,triceps,,push
cable-straight-bar-push-down,Cable straight-bar push-down,Triceps,triceps,,push
straight-arm-bar-pull-down,Straight-arm bar pull-down,Triceps,triceps,,push
am-rope-triceps-pushdown,AM Rope Triceps Pushdown,Triceps,triceps,,push
am-bar-triceps-push-down,AM Bar Triceps Push-Down,Triceps,triceps,,push
rope-overhead-triceps-extension,Rope overhead triceps extension,Triceps,triceps,upper_chest;forearms,push
up-rope-push-down,UP Rope Push-down,Triceps,triceps,,push
up-triceps-extension-straight-bar-push-down,UP Triceps Extension Straight-Bar Push-Down,Triceps,triceps,forearms,push
ld-cable-one-arm-upright-row,LD Cable One-Arm Upright Row,Triceps,triceps,biceps;forearms,pull
30-arms-underhand-cable-straight-bar-push-down,30 Arms Underhand Cable Straight-Bar Push-Down,Triceps,triceps,,push
30-arms-single-arm-reverse-grip-cable-push-down,30 Arms Single-Arm Reverse-Grip Cable Push-Down,Triceps,triceps,,push
30-arms-cable-v-bar-push-down,30 Arms Cable V-Bar Push-Down,Triceps,triceps,,push
30-arms-cable-straight-bar-push-down,30 Arms Cable Straight-Bar Push-Down,Triceps,triceps,,push
30-arms-cable-rope-push-down,30 Arms Cable Rope Push-Down,Triceps,triceps,,push
30-arms-cable-rope-overhead-triceps-extension,30 Arms Cable Rope Overhead Triceps Extension,Triceps,triceps,upper_chest;forearms,push
bfr-underhand-straight-bar-push-down,BFR underhand straight-bar push-down,Triceps,triceps,,push
bfr-overhand-straight-bar-push-down,BFR overhand straight-bar push-down,Triceps,triceps,,push
bfr-cable-rope-push-down,BFR cable rope push-down,Triceps,triceps,,push
triceps-pressdown,Triceps Pressdown,Triceps,triceps,,push
machine-triceps-extension,Machine Triceps Extension,Triceps,triceps,forearms,push
smith-machine-end-grip-shoulder-press,Smith machine end-grip shoulder press,Triceps,triceps,shoulders,push
assist-machine-triceps-push-down,Assist machine triceps push-down,Triceps,triceps,shoulders;biceps;forearms,push
smith-machine-close-grip-bench-press,Smith machine close-grip bench press-,Triceps,triceps,shoulders,push
machine-triceps-extension-gethin-variation,Machine Triceps Extension - Gethin Variation,Triceps,triceps,forearms,push
overhead-machine-triceps-extension-gethin-variation,Overhead Machine Triceps Extension - Gethin Variation,Triceps,triceps,upper_chest;forearms,push
30-arms-machine-triceps-dip,30 Arms Machine Triceps Dip,Triceps,triceps,shoulders,push
triceps-dip,Triceps dip,Triceps,triceps,shoulders;biceps;forearms,push
weighted-bench-dip,Weighted bench dip,Triceps,triceps,shoulders,push
push-ups-close-triceps-position,Push-Ups - Close Triceps Position,Triceps,triceps,shoulders,push
parallel-bar-dip,Parallel Bar Dip,Triceps,triceps,shoulders;biceps;forearms,push
ring-dip,Ring dip,Triceps,triceps,shoulders,push
feet-elevated-bench-dip,Feet-elevated bench dip,Triceps,triceps,shoulders,push
bodyweight-triceps-press,Bodyweight triceps press,Triceps,triceps,shoulders;upper_chest,push
standing-towel-triceps-extension,Standing Towel Triceps Extension,Triceps,triceps,forearms,push
tricep-side-stretch,Tricep Side Stretch,Triceps,triceps,,push
triceps-stretch,Triceps Stretch,Triceps,triceps,,push
overhead-triceps,Overhead Triceps,Triceps,triceps,upper_chest,push
russian-bar-dip,Russian Bar Dip,Triceps,triceps,shoulders,push
straight-arm-plank-with-kick-back,Straight-arm plank with kick-back,Triceps,triceps,obliques;lower_back,plank
tbs-dip,TBS Dip,Triceps,triceps,shoulders,push
